Time,Route,Location,Person,Hour,Day,Month,Year,Gender,Situation
18/03/31 09:19,南海本線,岸里玉出駅,男性 / 死亡,9,31,3,2018,1, 死亡
18/03/30 21:39,小田急小田原線,伊勢原駅〜愛甲石田駅,男性 / 死亡,21,30,3,2018,1, 死亡
18/03/29 19:00,新京成電鉄新京成線,初富駅〜鎌ヶ谷大仏駅,男性 / 死亡,19,29,3,2018,1, 死亡
18/03/29 16:03,東海道線,幸田駅〜相見駅,死亡,16,29,3,2018,死亡,死亡
18/03/29 14:57,名古屋市営地下鉄鶴舞線,庄内緑地公園駅,,14,29,3,2018,,
18/03/29 14:45,可部線,大町駅,男性 / 60代 / 重傷,14,29,3,2018,1, 重傷
18/03/29 09:34,横浜線,矢部駅,男性 / 10代 / 死亡,9,29,3,2018,1, 死亡
18/03/28 06:57,阪急京都本線,大山崎駅,男性 / 20代 / 軽傷,6,28,3,2018,1, 軽傷
18/03/27 19:14,越美北線,牛ヶ原駅〜北大野駅,,19,27,3,2018,,
18/03/26 16:04,東北本線,油島駅〜石越駅,10代 / 軽傷,16,26,3,2018,10, 軽傷
18/03/25 19:56,小田急江ノ島線,南林間駅,女性 / 死亡,19,25,3,2018,0, 死亡
18/03/25 19:10,福知山線,三田駅〜道場駅,男性 / 死亡,19,25,3,2018,1, 死亡
18/03/25 17:25,近鉄名古屋線,磯山駅〜鼓ヶ浦駅,男性 / 20代 / 死亡,17,25,3,2018,1, 死亡
18/03/25 15:57,大阪市営地下鉄谷町線,東梅田駅,男性 / 重傷,15,25,3,2018,1, 重傷
18/03/25 14:46,東北本線,北白川駅〜東白石駅,,14,25,3,2018,,
18/03/25 07:18,中央快速線,荻窪駅,,7,25,3,2018,,
18/03/24 18:13,青梅線,立川駅〜西立川駅,,18,24,3,2018,,
18/03/23 23:14,東武東上線,若葉駅〜鶴ヶ島駅,男性 / 40代 / 死亡,23,23,3,2018,1, 死亡
18/03/23 22:31,西武池袋線,狭山ヶ丘駅,女性 / 60代 / 死亡,22,23,3,2018,0, 死亡
18/03/23 21:01,日豊本線,蓮ヶ池駅〜日向住吉駅,,21,23,3,2018,,
18/03/22 11:45,東海道線,京都駅,男性 / 40代 / 死亡,11,22,3,2018,1, 死亡
18/03/22 08:30,長崎電気軌道1号系統,銭座町停留場〜宝町停留場,無傷,8,22,3,2018,無傷,無傷
18/03/21 22:57,外房線,誉田駅〜鎌取駅,男性 / 死亡,22,21,3,2018,1, 死亡
18/03/21 09:10,新京成電鉄新京成線,八柱駅〜常盤平駅,男性 / 死亡,9,21,3,2018,1, 死亡
18/03/21 00:08,阪急千里線,淡路駅〜柴島駅,男性 / 軽傷,0,21,3,2018,1, 軽傷
18/03/20 22:49,西武多摩湖線,国分寺駅〜一橋学園駅,,22,20,3,2018,,
18/03/20 15:10,東武伊勢崎線,南羽生駅〜羽生駅,女性 / 死亡,15,20,3,2018,0, 死亡
18/03/20 14:42,内房線,安房勝山駅〜保田駅,女性 / 40代 / 軽傷,14,20,3,2018,0, 軽傷
18/03/20 13:12,阪急京都本線,富田駅,女性 / 死亡,13,20,3,2018,0, 死亡
18/03/20 12:53,紀勢本線,串本駅〜紀伊有田駅,男性 / 70代 / 軽傷,12,20,3,2018,1, 軽傷
18/03/19 23:54,高山本線,東八尾駅〜笹津駅,男性 / 死亡,23,19,3,2018,1, 死亡
18/03/19 20:22,東武日光線,静和駅〜新大平下駅,,20,19,3,2018,,
18/03/19 15:55,伊予鉄道高浜線,山西駅〜西衣山駅,男性 / 60代 / 死亡,15,19,3,2018,1, 死亡
18/03/19 15:54,阪急京都本線,上牧駅,男性 / 20代 / 死亡,15,19,3,2018,1, 死亡
18/03/19 12:57,東北本線,村崎野駅〜北上駅,男性 / 死亡,12,19,3,2018,1, 死亡
18/03/18 20:38,中央・総武緩行線,阿佐ヶ谷駅,,20,18,3,2018,,
18/03/18 19:53,和歌山線,橋本駅〜下兵庫駅,男性 / 60代 / 死亡,19,18,3,2018,1, 死亡
18/03/18 15:55,相模線,入谷駅〜相武台下駅,男性 / 10代 / 死亡,15,18,3,2018,1, 死亡
18/03/18 11:50,篠ノ井線,松本駅〜田沢駅,女性 / 死亡,11,18,3,2018,0, 死亡
18/03/17 23:27,武蔵野線,吉川駅,男性 / 40代 / 死亡,23,17,3,2018,1, 死亡
18/03/17 22:33,名鉄名古屋本線,栄生駅,,22,17,3,2018,,
18/03/17 20:50,東海道線,三河安城駅〜安城駅,,20,17,3,2018,,
18/03/17 19:24,京浜東北線,西日暮里駅,,19,17,3,2018,,
18/03/17 11:55,山陽本線,福山駅〜備後赤坂駅,男性 / 80代 / 死亡,11,17,3,2018,1, 死亡
18/03/17 10:35,学研都市線,野崎駅,男性 / 死亡,10,17,3,2018,1, 死亡
18/03/16 01:00,阪急京都本線,南茨木駅〜摂津市駅,女性 / 死亡,1,16,3,2018,0, 死亡
18/03/15 13:32,中央快速線,吉祥寺駅,,13,15,3,2018,,
18/03/15 12:02,湖西線,おごと温泉駅,女性 / 50代 / 死亡,12,15,3,2018,0, 死亡
18/03/14 17:31,中央本線,みどり湖駅,,17,14,3,2018,,
18/03/14 15:07,東京メトロ東西線,南行徳駅,男性 / 死亡,15,14,3,2018,1, 死亡
18/03/13 19:20,北陸本線,丸岡駅〜芦原温泉駅,女性 / 60代 / 無傷,19,13,3,2018,0, 無傷
18/03/12 23:53,西武池袋線,石神井公園駅,,23,12,3,2018,,
18/03/12 20:28,近鉄奈良線,枚岡駅,男性 / 軽傷,20,12,3,2018,1, 軽傷
18/03/12 19:48,小田急江ノ島線,桜ヶ丘駅〜高座渋谷駅,男性 / 10代 / 死亡,19,12,3,2018,1, 死亡
18/03/11 23:19,名鉄常滑線,名和駅,男性 / 20代 / 死亡,23,11,3,2018,1, 死亡
18/03/10 18:34,中央快速線,国立駅,男性 / 死亡,18,10,3,2018,1, 死亡
18/03/10 15:35,近江鉄道八日市線,市辺駅〜平田駅,,15,10,3,2018,,
18/03/10 09:50,西鉄天神大牟田線,西鉄小郡駅,女性 / 40代 / 軽傷,9,10,3,2018,0, 軽傷
18/03/10 05:05,総武快速線,馬喰町駅,男性 / 40代 / 死亡,5,10,3,2018,1, 死亡
18/03/09 20:39,京成本線,京成津田沼駅,男性 / 20代 / 軽傷,20,9,3,2018,1, 軽傷
18/03/09 15:28,横浜線,古淵駅〜淵野辺駅,死亡,15,9,3,2018,死亡,死亡
18/03/09 07:50,東武東上線,坂戸駅〜若葉駅,女性 / 死亡,7,9,3,2018,0, 死亡
18/03/09 05:34,東海道線,新橋駅,,5,9,3,2018,,
18/03/08 23:08,新京成電鉄新京成線,三咲駅,男性 / 死亡,23,8,3,2018,1, 死亡
18/03/07 20:23,関東鉄道常総線,下妻駅〜大宝駅,,20,7,3,2018,,
18/03/07 19:04,東京メトロ日比谷線,仲御徒町駅,,19,7,3,2018,,
18/03/07 13:20,東急田園都市線,宮崎台駅,,13,7,3,2018,,
18/03/06 17:45,高松琴平電気鉄道琴平線,空港通り駅〜一宮駅,女性 / 50代 / 死亡,17,6,3,2018,0, 死亡
18/03/06 12:25,京成本線,京成大和田駅,男性 / 30代 / 死亡,12,6,3,2018,1, 死亡
18/03/06 10:13,中央快速線,武蔵小金井駅,,10,6,3,2018,,
18/03/03 19:38,日光線,今市駅〜日光駅,,19,3,3,2018,,
18/03/03 14:18,仙山線,東北福祉大前駅,,14,3,3,2018,,
18/03/03 12:30,伊勢鉄道伊勢線,伊勢上野駅〜河芸駅,男性 / 10歳未満 / 死亡,12,3,3,2018,1, 死亡
18/03/02 17:00,東武伊勢崎線,北越谷駅〜大袋駅,,17,2,3,2018,,
18/03/02 14:44,西武新宿線,沼袋駅〜新井薬師前駅,,14,2,3,2018,,
18/03/02 11:35,札幌市営地下鉄東西線,南郷18丁目駅,男性 / 軽傷,11,2,3,2018,1, 軽傷
18/03/01 23:35,東海道線,大府駅,,23,1,3,2018,,
18/03/01 00:53,横須賀線,久里浜駅〜衣笠駅,男性 / 死亡,0,1,3,2018,1, 死亡
18/02/27 22:30,内房線,九重駅〜館山駅,男性 / 40代 / 死亡,22,27,2,2018,1, 死亡
18/02/27 18:43,宇都宮線,蕨駅〜南浦和駅,男性 / 70代 / 死亡,18,27,2,2018,1, 死亡
18/02/27 14:18,関西本線,東部市場前駅,死亡,14,27,2,2018,死亡,死亡
18/02/27 00:23,近鉄南大阪線,矢田駅〜河内天美駅,男性 / 死亡,0,27,2,2018,1, 死亡
18/02/25 22:20,近鉄南大阪線,矢田駅〜河内天美駅,男性 / 死亡,22,25,2,2018,1, 死亡
18/02/25 21:52,南海高野線,浅香山駅,男性 / 死亡,21,25,2,2018,1, 死亡
18/02/25 21:10,名鉄名古屋本線,桜駅〜呼続駅,男性 / 60代 / 死亡,21,25,2,2018,1, 死亡
18/02/25 07:13,鹿児島本線,門司駅〜門司港駅,男性 / 60代 / 死亡,7,25,2,2018,1, 死亡
18/02/24 19:20,室蘭本線,虎杖浜駅〜竹浦駅,,19,24,2,2018,,
18/02/24 17:51,近鉄京都線,寺田駅〜富野荘駅,女性 / 死亡,17,24,2,2018,0, 死亡
18/02/24 16:37,南武線,武蔵溝ノ口駅,男性 / 死亡,16,24,2,2018,1, 死亡
18/02/24 06:26,東武伊勢崎線,谷塚駅,女性 / 死亡,6,24,2,2018,0, 死亡
18/02/24 03:10,宇都宮線,那須塩原駅〜西那須野駅,不明,3,24,2,2018,不明,不明
18/02/23 23:01,山手線,浜松町駅,,23,23,2,2018,,
18/02/23 08:16,日田彦山線,一本松駅〜香春駅,男性 / 重傷,8,23,2,2018,1, 重傷
18/02/23 05:32,名鉄名古屋本線,呼続駅〜堀田駅,女性 / 80代 / 死亡,5,23,2,2018,0, 死亡
18/02/22 23:12,南海本線,羽倉崎駅,男性 / 軽傷,23,22,2,2018,1, 軽傷
18/02/22 09:29,大阪市営地下鉄谷町線,出戸駅,男性 / 70代 / 軽傷,9,22,2,2018,1, 軽傷
18/02/22 06:40,東武伊勢崎線,北千住駅〜牛田駅,男性 / 80代 / 死亡,6,22,2,2018,1, 死亡
18/02/21 21:30,阪神本線,西宮駅,男性 / 60代 / 死亡,21,21,2,2018,1, 死亡
18/02/21 05:44,武蔵野線,市川大野駅〜船橋法典駅,女性 / 死亡,5,21,2,2018,0, 死亡
18/02/20 23:27,相鉄本線,鶴ヶ峰駅,女性 / 10代 / 死亡,23,20,2,2018,0, 死亡
18/02/20 19:04,きのくに線,紀伊宮原駅,女性 / 60代 / 死亡,19,20,2,2018,0, 死亡
18/02/20 08:50,青梅線,東青梅駅,,8,20,2,2018,,
18/02/20 08:42,土讃線,小村神社前駅〜波川駅,,8,20,2,2018,,
18/02/19 18:46,常磐線,荒川沖駅〜ひたち野うしく駅,,18,19,2,2018,,
18/02/19 13:04,京王相模原線,京王堀之内駅,,13,19,2,2018,,
18/02/18 06:02,近鉄南大阪線,尺土駅,,6,18,2,2018,,
18/02/17 20:52,京急空港線,穴守稲荷駅,男性 / 死亡,20,17,2,2018,1, 死亡
18/02/17 11:18,水郡線,常陸鴻巣駅〜瓜連駅,,11,17,2,2018,,
18/02/17 09:13,東海道線,野洲駅,男性 / 死亡,9,17,2,2018,1, 死亡
18/02/17 09:00,京急本線,京急川崎駅〜八丁畷駅,,9,17,2,2018,,
18/02/17 07:19,鹿児島本線,福間駅〜千鳥駅,男性 / 死亡,7,17,2,2018,1, 死亡
18/02/15 18:00,山陽電気鉄道本線,山陽塩屋駅,男性 / 死亡,18,15,2,2018,1, 死亡
18/02/15 13:15,東武東上線,志木駅,,13,15,2,2018,,
18/02/15 09:34,中央快速線,西国分寺駅,,9,15,2,2018,,
18/02/15 06:12,小田急小田原線,町田駅,,6,15,2,2018,,
18/02/14 19:51,関西本線,八尾駅〜志紀駅,死亡,19,14,2,2018,死亡,死亡
18/02/14 17:35,阪急京都本線,上牧駅,男性 / 10代 / 死亡,17,14,2,2018,1, 死亡
18/02/14 09:45,大阪市営地下鉄御堂筋線,東三国駅,男性 / 60代 / 死亡,9,14,2,2018,1, 死亡
18/02/13 22:46,学研都市線,野崎駅,,22,13,2,2018,,
18/02/13 13:43,因美線,三浦駅〜美作滝尾駅,女性 / 死亡,13,13,2,2018,0, 死亡
18/02/13 10:02,山手線,渋谷駅,,10,13,2,2018,,
18/02/13 08:35,高徳線,三本松駅〜讃岐白鳥駅,女性 / 40代 / 無傷,8,13,2,2018,0, 無傷
18/02/12 23:50,近鉄名古屋線,伊勢中川駅〜桃園駅,男性 / 死亡,23,12,2,2018,1, 死亡
18/02/12 23:35,青い森鉄道線,野内駅,男性 / 死亡,23,12,2,2018,1, 死亡
18/02/12 13:46,予讃線,伊予吉田駅,女性 / 死亡,13,12,2,2018,0, 死亡
18/02/11 22:25,東武東上線,北坂戸駅,男性 / 30代 / 死亡,22,11,2,2018,1, 死亡
18/02/10 06:14,東武東上線,新河岸駅〜上福岡駅,男性 / 30代 / 死亡,6,10,2,2018,1, 死亡
18/02/09 14:47,関東鉄道常総線,中妻駅〜三妻駅,女性 / 60代 / 死亡,14,9,2,2018,0, 死亡
18/02/08 20:18,南海本線,岡田浦駅,男性 / 40代 / 死亡,20,8,2,2018,1, 死亡
18/02/08 08:27,中央快速線,阿佐ヶ谷駅,,8,8,2,2018,,
18/02/08 06:01,山陽本線,大道駅〜四辻駅,,6,8,2,2018,,
18/02/08 00:01,東海道線,米原駅,男性 / 60代 / 死亡,0,8,2,2018,1, 死亡
18/02/07 22:20,JR神戸線,姫路駅,男性 / 軽傷,22,7,2,2018,1, 軽傷
18/02/07 18:46,南武線,谷保駅〜西府駅,,18,7,2,2018,,
18/02/07 18:37,長崎本線,鍋島駅〜佐賀駅,男性 / 10代 / 無傷,18,7,2,2018,1, 無傷
18/02/07 17:07,中央快速線,豊田駅,,17,7,2,2018,,
18/02/07 14:04,西武新宿線,井荻駅,,14,7,2,2018,,
18/02/07 11:20,武蔵野線,東所沢駅〜新秋津駅,,11,7,2,2018,,
18/02/07 08:39,東北本線,館腰駅〜名取駅,男性 / 80代 / 死亡,8,7,2,2018,1, 死亡
18/02/06 21:00,大阪市営地下鉄谷町線,長原駅,,21,6,2,2018,,
18/02/06 13:55,都営地下鉄新宿線,菊川駅,,13,6,2,2018,,
18/02/05 20:13,名鉄河和線,八幡新田駅〜南加木屋駅,,20,5,2,2018,,
18/02/05 15:37,東京メトロ半蔵門線,水天宮前駅,男性 / 軽傷,15,5,2,2018,1, 軽傷
18/02/05 15:07,神戸市営地下鉄西神・山手線,学園都市駅,女性 / 30代 / 死亡,15,5,2,2018,0, 死亡
18/02/05 13:39,東武東上線,坂戸駅〜若葉駅,男性 / 50代 / 死亡,13,5,2,2018,1, 死亡
18/02/05 07:55,京成本線,東中山駅,男性 / 死亡,7,5,2,2018,1, 死亡
18/02/05 06:55,草津線,石部駅〜手原駅,死亡,6,5,2,2018,死亡,死亡
18/02/04 21:53,小田急小田原線,鶴川駅〜玉川学園前駅,,21,4,2,2018,,
18/02/04 08:30,富山地方鉄道本線,中滑川駅〜西滑川駅,男性 / 無傷,8,4,2,2018,1, 無傷
18/02/03 21:35,成田線,成田駅,男性,21,3,2,2018,1,男性
18/02/03 20:45,宇都宮線,上野駅,男性 / 軽傷,20,3,2,2018,1, 軽傷
18/02/02 23:35,近鉄山田線,斎宮駅〜明星駅,男性 / 40代 / 死亡,23,2,2,2018,1, 死亡
18/02/02 22:06,小田急小田原線,読売ランド前駅〜百合ヶ丘駅,男性 / 死亡,22,2,2,2018,1, 死亡
18/02/02 14:42,磐越西線,堂島駅〜笈川駅,,14,2,2,2018,,
18/02/02 12:09,名鉄名古屋本線,有松駅〜中京競馬場前駅,,12,2,2,2018,,
18/02/02 10:22,東京メトロ東西線,落合駅,,10,2,2,2018,,
18/02/02 09:24,高崎線,倉賀野駅〜高崎駅,,9,2,2,2018,,
18/02/01 20:42,福北ゆたか線,柚須駅〜原町駅,,20,1,2,2018,,
18/02/01 17:47,京王井の頭線,永福町駅〜西永福駅,女性 / 70代 / 死亡,17,1,2,2018,0, 死亡
18/02/01 14:10,京阪本線,萱島駅,男性 / 70代 / 死亡,14,1,2,2018,1, 死亡
18/02/01 11:35,信越本線,亀田駅,,11,1,2,2018,,
18/02/01 10:30,大阪市営地下鉄御堂筋線,長居駅,男性 / 40代 / 軽傷,10,1,2,2018,1, 軽傷
18/02/01 07:57,東海道線,新橋駅,,7,1,2,2018,,
18/01/31 18:13,総武快速線,新小岩駅,,18,31,1,2018,,
18/01/31 15:27,山陽本線,中庄駅,,15,31,1,2018,,
18/01/31 12:45,西武新宿線,井荻駅,女性 / 10代 / 死亡,12,31,1,2018,0, 死亡
18/01/31 10:38,近鉄京都線,新田辺駅〜興戸駅,男性 / 70代 / 死亡,10,31,1,2018,1, 死亡
18/01/30 07:35,東武伊勢崎線,曳舟駅,,7,30,1,2018,,
18/01/30 07:30,釧網本線,知床斜里駅〜止別駅,男性 / 20代 / 無傷,7,30,1,2018,1, 無傷
18/01/28 09:21,鹿児島本線,大野下駅〜玉名駅,男性 / 20代 / 死亡,9,28,1,2018,1, 死亡
18/01/27 20:15,近江鉄道八日市線,近江八幡駅〜武佐駅,無傷,20,27,1,2018,無傷,無傷
18/01/27 15:08,東海道線,名古屋駅,女性 / 60代 / 軽傷,15,27,1,2018,0, 軽傷
18/01/27 11:18,高崎線,行田駅,男性,11,27,1,2018,1,男性
18/01/27 07:20,東海道線,枇杷島駅〜清洲駅,男性 / 死亡,7,27,1,2018,1, 死亡
18/01/27 01:30,東海道線,西大路駅,女性 / 30代 / 死亡,1,27,1,2018,0, 死亡
18/01/26 20:10,八高線,金子駅〜東飯能駅,男性 / 70代 / 死亡,20,26,1,2018,1, 死亡
18/01/26 18:43,弥彦線,吉田駅〜西燕駅,男性 / 無傷,18,26,1,2018,1, 無傷
18/01/26 18:32,鹿児島本線,門司駅,,18,26,1,2018,,
18/01/26 18:20,西武池袋線,元加治駅〜飯能駅,,18,26,1,2018,,
18/01/26 11:38,西武池袋線,元加治駅〜飯能駅,男性 / 70代 / 重傷,11,26,1,2018,1, 重傷
18/01/26 08:48,芸備線,志和口駅〜井原市駅,男性 / 軽傷,8,26,1,2018,1, 軽傷
18/01/25 22:27,中央本線,千種駅,,22,25,1,2018,,
18/01/25 18:20,富山地方鉄道本線,越中荏原駅〜越中三郷駅,男性 / 40代 / 軽傷,18,25,1,2018,1, 軽傷
18/01/25 14:46,大糸線,ヤナバスキー場前駅〜南神城駅,無傷,14,25,1,2018,無傷,無傷
18/01/25 08:24,横須賀線,東戸塚駅,死亡,8,25,1,2018,死亡,死亡
18/01/24 14:29,IRいしかわ鉄道線,森本駅〜東金沢駅,女性 / 30代 / 軽傷,14,24,1,2018,0, 軽傷
18/01/23 18:58,中央・総武緩行線,千葉駅〜西千葉駅,男性 / 死亡,18,23,1,2018,1, 死亡
18/01/23 12:00,京急本線,日ノ出町駅,死亡,12,23,1,2018,死亡,死亡
18/01/23 10:00,室蘭本線,栗沢駅〜志文駅,男性 / 80代 / 重傷,10,23,1,2018,1, 重傷
18/01/22 19:30,東金線,成東駅〜求名駅,男性 / 70代 / 死亡,19,22,1,2018,1, 死亡
18/01/22 14:45,日豊本線,南小倉駅〜城野駅,,14,22,1,2018,,
18/01/22 11:49,埼京線,中浦和駅,女性 / 死亡,11,22,1,2018,0, 死亡
18/01/22 07:25,南海高野線,百舌鳥八幡駅,男性 / 70代 / 軽傷,7,22,1,2018,1, 軽傷
18/01/21 17:36,総武快速線,新小岩駅,,17,21,1,2018,,
18/01/21 16:51,JR神戸線,朝霧駅,女性,16,21,1,2018,0,女性
18/01/21 09:14,鹿児島本線,千早駅,,9,21,1,2018,,
18/01/20 23:48,JR神戸線,土山駅,男性 / 死亡,23,20,1,2018,1, 死亡
18/01/20 20:10,名鉄名古屋本線,新安城駅,男性 / 50代 / 死亡,20,20,1,2018,1, 死亡
18/01/20 12:35,京急本線,弘明寺駅〜井土ヶ谷駅,,12,20,1,2018,,
18/01/19 12:03,和歌山線,五条駅〜北宇智駅,,12,19,1,2018,,
18/01/19 11:21,東急田園都市線,たまプラーザ駅,,11,19,1,2018,,
18/01/19 11:15,総武本線,都賀駅,男性 / 死亡,11,19,1,2018,1, 死亡
18/01/18 21:53,成田線,小見川駅〜笹川駅,男性 / 死亡,21,18,1,2018,1, 死亡
18/01/18 19:53,東武伊勢崎線,武里駅〜一ノ割駅,女性 / 死亡,19,18,1,2018,0, 死亡
18/01/18 14:30,身延線,入山瀬駅〜富士根駅,男性 / 10代 / 死亡,14,18,1,2018,1, 死亡
18/01/17 23:37,高崎線,岡部駅,男性 / 10代 / 死亡,23,17,1,2018,1, 死亡
18/01/17 05:52,和歌山線,五条駅〜北宇智駅,,5,17,1,2018,,
18/01/17 05:15,東武野田線,梅郷駅〜運河駅,死亡,5,17,1,2018,死亡,死亡
18/01/16 23:54,関西本線,富田浜駅〜四日市駅,男性 / 70代 / 死亡,23,16,1,2018,1, 死亡
18/01/16 14:07,豊肥本線,原水駅〜三里木駅,女性 / 80代 / 無傷,14,16,1,2018,0, 無傷
18/01/16 13:35,宇都宮線,白岡駅,男性,13,16,1,2018,1,男性
18/01/16 09:40,神戸電鉄粟生線,恵比須駅〜三木上の丸駅,女性 / 40代 / 重傷,9,16,1,2018,0, 重傷
18/01/16 06:54,関西本線,井田川駅〜加佐登駅,男性 / 50代 / 死亡,6,16,1,2018,1, 死亡
18/01/16 00:07,京浜東北線,鶴見駅〜新子安駅,女性 / 死亡,0,16,1,2018,0, 死亡
18/01/15 13:59,近鉄南大阪線,布忍駅〜高見の里駅,女性 / 60代 / 死亡,13,15,1,2018,0, 死亡
18/01/14 22:00,南海高野線,大阪狭山市駅〜金剛駅,男性 / 60代 / 死亡,22,14,1,2018,1, 死亡
18/01/14 20:02,鹿児島本線,箱崎駅,女性,20,14,1,2018,0,女性
18/01/14 19:07,仙山線,北山駅,男性 / 20代 / 死亡,19,14,1,2018,1, 死亡
18/01/14 19:02,近鉄名古屋線,千代崎駅〜白子駅,女性 / 死亡,19,14,1,2018,0, 死亡
18/01/14 15:35,松浦鉄道西九州線,泉福寺駅〜山の田駅,男性 / 50代 / 無傷,15,14,1,2018,1, 無傷
18/01/13 11:16,宇都宮線,矢板駅,男性 / 10代 / 死亡,11,13,1,2018,1, 死亡
18/01/13 09:14,相鉄本線,星川駅,男性 / 死亡,9,13,1,2018,1, 死亡
18/01/13 08:00,室蘭本線,虎杖浜駅〜竹浦駅,男性 / 50代 / 無傷,8,13,1,2018,1, 無傷
18/01/13 00:18,京急久里浜線,堀ノ内駅〜新大津駅,男性 / 20代 / 重傷,0,13,1,2018,1, 重傷
18/01/12 22:10,山陽本線,八本松駅〜寺家駅,男性 / 死亡,22,12,1,2018,1, 死亡
18/01/12 16:02,日豊本線,亀川駅〜別府大学駅,男性 / 死亡,16,12,1,2018,1, 死亡
18/01/12 15:30,JR神戸線,曽根駅〜宝殿駅,女性 / 死亡,15,12,1,2018,0, 死亡
18/01/12 09:30,高崎線,神保原駅,,9,12,1,2018,,
18/01/12 06:47,都電荒川線,庚申塚停留場,,6,12,1,2018,,
18/01/12 01:15,越後線,内野駅〜内野西が丘駅,無傷,1,12,1,2018,無傷,無傷
18/01/11 22:19,東北本線,石鳥谷駅〜日詰駅,男性 / 死亡,22,11,1,2018,1, 死亡
18/01/11 21:33,予讃線,八幡浜駅,,21,11,1,2018,,
18/01/11 20:25,関西本線,柏原駅,死亡,20,11,1,2018,死亡,死亡
18/01/11 20:19,函館本線,七飯駅,男性 / 死亡,20,11,1,2018,1, 死亡
18/01/11 17:55,呉線,矢野駅,女性 / 60代 / 死亡,17,11,1,2018,0, 死亡
18/01/11 10:39,近鉄大阪線,桜井駅〜大和朝倉駅,女性 / 20代 / 死亡,10,11,1,2018,0, 死亡
18/01/10 17:37,東武伊勢崎線,館林駅〜多々良駅,,17,10,1,2018,,
18/01/10 14:30,山陽電気鉄道本線,西舞子駅〜大蔵谷駅,,14,10,1,2018,,
18/01/10 09:51,京阪本線,深草駅,男性 / 10代 / 死亡,9,10,1,2018,1, 死亡
18/01/09 21:35,京浜東北線,浜松町駅,男性 / 死亡,21,9,1,2018,1, 死亡
18/01/09 13:20,札幌市営地下鉄南北線,大通駅,女性 / 50代 / 軽傷,13,9,1,2018,0, 軽傷
18/01/09 11:38,名鉄河和線,上ゲ駅,女性 / 10代 / 重傷,11,9,1,2018,0, 重傷
18/01/08 15:59,中央快速線,西国分寺駅,男性 / 死亡,15,8,1,2018,1, 死亡
18/01/08 12:20,千歳線,恵み野駅,男性 / 死亡,12,8,1,2018,1, 死亡
18/01/08 10:50,小田急小田原線,開成駅〜栢山駅,男性 / 死亡,10,8,1,2018,1, 死亡
18/01/07 22:13,神戸電鉄粟生線,志染駅,男性 / 70代 / 軽傷,22,7,1,2018,1, 軽傷
18/01/07 17:49,高崎線,上尾駅〜宮原駅,男性 / 80代 / 死亡,17,7,1,2018,1, 死亡
18/01/07 06:34,東海道線,千里丘駅,男性 / 40代 / 死亡,6,7,1,2018,1, 死亡
18/01/06 16:22,筑豊本線,桂川駅〜上穂波駅,,16,6,1,2018,,
18/01/06 11:00,奥羽本線,米沢駅〜関根駅,不明,11,6,1,2018,不明,不明
18/01/05 18:46,阪和線,和泉府中駅〜久米田駅,,18,5,1,2018,,
18/01/05 08:01,東海道線,清水駅〜草薙駅,男性 / 60代 / 死亡,8,5,1,2018,1, 死亡
18/01/05 07:54,東海道線,長岡京駅,女性 / 40代 / 軽傷,7,5,1,2018,0, 軽傷
18/01/04 14:18,予讃線,伊予石城駅〜双岩駅,男性 / 死亡,14,4,1,2018,1, 死亡
18/01/04 11:11,都営地下鉄新宿線,一之江駅,男性 / 50代 / 死亡,11,4,1,2018,1, 死亡
18/01/03 17:30,会津鉄道会津線,会津田島駅,男性 / 30代 / 無傷,17,3,1,2018,1, 無傷
18/01/03 07:05,東武東上線,ふじみ野駅〜鶴瀬駅,女性 / 40代 / 死亡,7,3,1,2018,0, 死亡
18/01/02 17:50,東武東上線,朝霞台駅,女性 / 死亡,17,2,1,2018,0, 死亡
18/01/02 05:58,東武東上線,坂戸駅〜若葉駅,女性 / 死亡,5,2,1,2018,0, 死亡
